policy,trial,trial_success,keyframe,phase_success,duration_s,root_position_m,root_xy_m,root_orientation_rad,joint_mae_rad,joint_rmse_rad,joint_max_rad,object_position_m,object_orientation_rad,mean_body_position_m
model_101000.onnx,8,True,crouch_to_pick_box,True,1.700339999999665,0.1183563619852066,0.11812666803598404,0.03404174413745044,0.08436966687440872,0.11654098331928253,0.34645578265190125,0.04074440896511078,0.0,0.12080732733011246
model_101000.onnx,8,True,stand_after_pick_box,True,2.3171299999991923,0.09328614175319672,0.09173639118671417,0.04648291519254897,0.0915738195180893,0.11398489028215408,0.3168187439441681,0.029597575773535306,0.7110446447193669,0.10936049371957779
model_101000.onnx,8,True,stand_before_place_box,True,4.067479999998582,0.05915674567222595,0.05721961706876755,0.041592442325027484,0.08046771585941315,0.1036614403128624,0.3062828481197357,0.09093445176744606,0.626907228078598,0.07117976993322372
model_101000.onnx,8,True,crouch_to_place_box,True,1.8170300000008783,0.08477932214736938,0.08376168459653854,0.051743857381907586,0.08863244950771332,0.11905723065137863,0.35606849193573,0.2142375819939087,0.13705496785373336,0.08489793539047241
model_101000.onnx,8,True,stand_after_place_box,True,1.6836700000012073,0.027869470417499542,0.022993674501776695,0.05310854968767753,0.0551019012928009,0.07719311863183975,0.2421715259552002,0.21385344919225957,0.13705496785373336,0.03929419443011284
model_101000.onnx,9,True,approach_box,True,4.450890000000287,0.1621222048997879,0.1615956723690033,0.05876009436811606,0.0604792982339859,0.07498195022344589,0.23454517126083374,,,0.1703847199678421
model_101000.onnx,9,True,stand_before_pick_box,True,1.0002000000001843,0.06858532875776291,0.06769230961799622,0.059304064666266545,0.0667915865778923,0.08697959780693054,0.2530461847782135,0.038673803210258484,0.0,0.06427107751369476
model_101000.onnx,9,True,crouch_to_pick_box,True,1.7836899999996714,0.1396714150905609,0.13960693776607513,0.041814548082877705,0.08530046045780182,0.11503710597753525,0.34022995829582214,0.04074544579962769,2.639797798672048e-05,0.13987335562705994
model_101000.onnx,9,True,stand_after_pick_box,True,2.3171299999991923,0.12819713354110718,0.1268651932477951,0.058596670812952965,0.09470094740390778,0.1167936697602272,0.32926109433174133,0.02005672169926238,0.7168604358643819,0.14048124849796295
model_101000.onnx,9,True,stand_before_place_box,True,5.351069999999096,0.03308229520916939,0.02925371378660202,0.041166727800337824,0.0789804607629776,0.10007824748754501,0.28122586011886597,0.12098502958075887,0.580738858391397,0.045861925929784775
model_101000.onnx,9,True,crouch_to_place_box,True,1.783690000001279,0.06540881842374802,0.06443987786769867,0.05201983017339225,0.08764610439538956,0.11936131864786148,0.3615335524082184,0.21468470559078465,0.14700077007550202,0.06680954992771149
model_101000.onnx,9,True,stand_after_place_box,True,1.5836500000011355,0.02758701890707016,0.022754931822419167,0.0528421730779644,0.055377162992954254,0.0762660801410675,0.23778197169303894,0.2143013742546498,0.14700077007550202,0.03945288062095642
